relation	word1	pos1	word2	pos2
random	容器	Na	城池	Na
random	不客氣	VH	黃	Na
random	嚴	VH	目前	Nd
random	東南	Ncd	波音	Nb
random	轉變為	VG	河床	Na
random	家畜	Na	媽媽	Na
random	益	Dfa	知識	Na
random	左邊	Ncd	左鍵	Na
random	水墨畫	Na	儘管	Cbb
random	管子	Na	包子	Na
random	措辭	VA	警察	Na
random	等同	VG	賦	VD
random	鄭	Nb	手掌	Na
random	愛	Na	啟明星	Na
random	不祇	Cbb	抹香鯨	Na
random	歲	Nb	門鎖	Na
random	幹嘛	D	巴	Na
random	指引	Na	失落	VH
random	姿	Na	後現代	Na
random	濃	VH	苦澀	VH
random	合約	Na	鋒面雨	Na
random	處	VC	大幅	D
random	捨不得	VL	楊樹	Na
random	樹皮	Na	考試	VA
random	水田	Na	東西	Ncd
random	可能性	Na	木桶	Na
random	言辭	Na	梅花	Na
random	友人	Na	月亮	Na
random	上山	VA	剁	VC
random	享受	VJ	陸棲生物	Na
random	瞬	Nf	激憤	VH
random	房	Nb	冷漠	VH
random	手掌	Na	盛怒	VH
random	期望	VK	痛心	VK
random	河堤	Na	歌星	Na
random	翅膀	Na	寂寥	VH
random	輩	Na	姓	Na
random	放出	VC	雞冠	Na
random	有鑑於此	Dk	水路	Na
random	術	Na	禁止	VE
random	三鐵	Na	床腿	Na
random	跟	Na	佛教	Nb
random	晨間	Nd	歇	VA
random	托兒所	Na	發出	VC
random	公里	Nf	門洞	Na
random	幼時	Nd	身分證	Na
random	升級	VH	紫	Na
random	諸多	Neqa	擔擔麵	Na
random	鹹	VH	圖畫	Na
random	拿	VC	閒	VH
random	潔	VH	長久	VH
random	冉	D	編成	VG
random	哪	Ncd	公分	Nf
random	街頭	Nc	小朋友	Na
random	碗壁	Na	繡花針	Na
random	餓死鬼	Na	那麼	D
random	不	D	鞠躬	VB
random	骨骼	Na	拉鎖	Na
random	特別	D	漢	Nd
random	厭煩	VK	故	Na
random	悲愴	VH	心酸	VH
random	讚	VC	便利	VH
random	才藝	Na	鬍鬚	Na
random	上海	Nc	骨膜	Na
random	廣	Nc	柳樹	Na
random	遺留下	VD	堆	Nf
random	難忘	VK	草魚	Na
random	辛	Na	梯	Na
random	特意	D	女王	Na
random	符號	Na	港	Nc
random	開放式	A	延平郡王	Nb
random	嫉妒	VJ	末	Na
random	磚橋	Na	鐵釘	Na
random	教授	Na	奶糖	Na
random	忐忑不安	VH	走向	Na
random	實體	Na	音樂	Na
random	在意	VK	倫敦	Nc
random	排球	Na	藥瓶	Na
random	覺	VK	形容詞	Na
random	痛恨	VJ	甘地	Nb
random	糞	Na	聆	VC
random	牡丹	Na	水瓶	Na
random	塔基	Na	公分	Nf
random	贊助	VD	米尺	Na
random	些許	Neqa	蓋	Na
random	餐點	Na	德國人	Na
random	原因	Na	馬尾	Na
random	館	Nc	哈士奇	Na
random	火焰	Na	松樹	Na
random	封底	Na	送客	VA
random	尤有甚者	Dk	核	Na
random	窺	VC	船槳	Na
random	開放式	A	物	Na
random	硬幣	Na	丹	Nc
random	方	Na	縫衣針	Na
random	使得	VL	吊床	Na
random	享受到	VJ	昂	Nb
random	火	Na	宮	Nc
random	表示	VE	浪花	Na
random	犬	Na	壁	Nb
random	浸	VJ	跪下	VA
random	大學生	Na	叔	Na
random	活生生	A	醫生	Na
random	土地	Na	鉛筆畫	Na
random	若非	Cbb	走向	Na
random	嚴	VH	哈士奇	Na
random	著手	VF	雨傘	Na
random	污	VH	封底	Na
random	鱸魚	Na	推進器	Na
random	撞球	Na	麻雀	Na
random	表達	VC	緊	VH
random	追求	VC	劇場	Nc
random	龍蝦	Na	闊葉林	Na
random	促使	VK	說真的	Dk
random	果	Na	白酒	Na
random	身份	Na	提前	VB
random	區	Na	鰭	Na
random	鴉	A	館	Nc
random	圓心	Nc	少許	Neqa
random	然則	Cbb	憂憤	VH
random	驚訝	VK	金屬門	Na
random	轉變為	VG	銀針	Na
random	派員	VF	假	VH
random	進去	VA	鳥喙	Na
random	田地	Na	鴨子	Na
random	表	VE	空	Na
random	爸	Na	赤字	Na
random	交通	Na	要不然	Cbb
random	甲板	Na	見	VE
random	農	Na	村莊	Nc
random	死掉	VH	藏獒	Na
random	權利	Na	米	Na
random	說真的	Dk	貸	VD
random	共同	D	信箱	Na
random	球	Na	阿拉伯數字	Na
random	步	Nf	素	VH
random	氣體	Na	幼時	Nd
random	道德	Na	提前	VB
random	法則	Na	猴	Na
random	尾	Na	梗	VA
random	灰熊	Na	領	VC
random	清晨	Nd	集	VC
random	打瞌睡	VA	目前	Nd
random	世	Na	奶糖	Na
random	列出	VC	象牙	Na
random	高	Na	柏油路	Na
random	刀魚	Na	零	Neu
random	地	Na	勉	VC
random	北極	Nc	花蕊	Na
random	畫家	Na	維多利亞	Nb
random	無生物	Na	金牛座	Nb
random	寶	Na	不祇	Da
random	幫	VC	少年	Na
random	見解	Na	公雞	Na
random	忍不住	VL	祝	VE
random	二胡	Na	不錯	VH
random	草坪	Na	單室胃	Na
random	聘任	VF	弩箭	Na
random	准	VE	一點兒	Neqa
random	年頭	Nd	言辭	Na
random	同志	Na	符	Na
random	鳴唱	VA	同時	Nd
random	困難	VH	宅	Na
random	獎狀	Na	玫瑰	Na
random	大伙兒	Nh	買進	VC
random	回想	VK	準決賽	Na
random	家禽	Na	汽車	Na
random	舒服	VH	嘉年華	Nb
random	閣下	Nh	壯	VH
random	頓時	VH	曲	VH
random	換句話說	Dk	麵	Na
random	秤	VC	蜀	Nc
random	悲鬱	VH	後者	Nh
random	挨	VJ	送客	VA
random	金錢豹	Na	氣管	Na
random	旅	VCL	帝	Na
random	上去	VA	仁	Na
random	錨	Na	禁止	VE
random	飛機	Na	眼	Na
random	眉毛	Na	碟子	Na
random	位置	Nc	蒙古馬	Na
random	遺留	VD	男生	Na
random	設計	Na	潔	VH
random	鹿	Na	喜出望外	VH
random	骨質	Na	鮮	VH
random	會議	Na	擊	VC
random	蛙	Na	鮮	VH
random	自然界	Nc	粘	VC
random	易	VH	畫	Na
random	擊	VC	小雪	Nd
random	離	Nb	開口	VA
random	鳴叫	VA	草魚	Na
random	水果	Na	自由	Na
random	燕	Nb	東亞	Nc
random	斬	VC	伸手	VA
random	沙沙	VH	搖	VA
random	箭翎	Na	派員	VF
random	悽楚	VH	茶	Na
random	賽	VC	竹	Na
random	葡萄酒	Na	梅花	Na
random	派	Na	葉	Na
random	導因	Na	印度洋	Nc
random	育	VC	獎金	Na
random	海獅	Na	大學生	Na
random	外科	Na	糕	Na
random	四川省	Nc	熊掌	Na
random	承租	VD	塔基	Na
random	攝	VC	上	VCL
random	海獅	Na	反感	Na
random	導因	Na	報紙	Na
random	嘉	A	後代	Na
random	下台	VA	招致	VL
random	換言之	Dk	鴉	A
random	教授	Na	用到	VC
random	蛋	Na	敦聘	VF
random	鋼絲繩	Na	盞	Na
random	母雞	Na	水筆	Na
random	猴	Na	純淨水	Na
random	熟	VI	弱	VH
random	想	VC	駿馬	Na
random	新光	Nc	攤	VC
random	火焰	Na	魚肉	Na
random	叟	Na	木柄	Na
random	款項	Na	香	VH
random	高中	Nc	紐約	Nc
random	熊爪子	Na	甘地	Nb
random	白色恐怖	Nb	電	VC
random	腳趾	Na	研究	Na
random	轉變為	VG	義	Na
random	樹木	Na	調查員	Na
random	大部分	Neqa	史	Na
random	房	Na	蔣公	Nb
random	殼	Na	梨子	Na
random	槍柄	Na	機關槍	Na
random	綿羊	Na	蟹	Na
random	一般	A	山路	Na
random	巴西	Nc	鳴唱	VA
random	打下	VC	不經意	D
random	關係	Na	詐騙	VD
random	短	VH	此	Ncd
random	長久	VH	堆積山	Na
random	主人	Na	肉牛	Na
random	新興	A	經費	Na
random	受	VJ	字	Na
random	鋼纜	Na	劇院	Nc
random	架子鼓	Na	禮品	Na
random	石化燃料	Na	廣州	Nc
random	不可	D	半身	Nc
random	寒帶	Nc	黑貓	Na
random	美	VH	買下來	VB
random	一	Neu	照道理說	Dk
random	醒	VA	彩筆	Na
random	不祇	Cbb	花蕾	Na
random	習慣	Na	鋼筆	Na
random	金針	Na	點兒	Neqa
random	當時	Nd	電器	Na
random	盜版	Na	木床	Na
random	美	VH	何為	D
random	傳統	Na	請問	VE
random	恍	VC	緣	Na
random	劣	VH	子孫	Na
random	府	Na	人家	Nh
random	獸	Na	腰	Na
random	孩	Na	予以	VC
random	朱紅	Na	甚而	Cbb
random	軟體	Na	才能	Na
random	現在	Nd	未來	Nd
random	父親	Na	刻度值	Na
random	禁不起	VL	這麼樣	Dfa
random	找出來	VC	多達	VJ
random	夾道	Na	長頸鹿	Na
random	方形	Na	仰賴	VJ
random	瞬	Nf	婦女運動	Na
random	室	Nb	薑	Na
random	山路	Na	這一來	Dk
random	主	Na	垢	VH
random	自然	Na	麻	Na
random	王	Na	致使	VL
random	馴鹿	Na	潔	VH
random	減少	VHC	旱林	Na
random	有利於	VK	初賽	Na
random	逢甲	Nb	鱔魚	Na
random	外傳	Na	閻王	Nb
random	開花	VH	比如說	P
random	真實	VH	聽任	VL
random	情感	Na	額頭	Na
random	海獅	Na	啖	VC
random	矮	VJ	心室	Na
random	麋	Na	無機物	Na
random	凌晨	Nd	氣體	Na
random	當做	VG	芝加哥	Nc
random	德國	Nc	新興	A
random	塑膠桶	Na	世	Na
random	棕熊	Na	競賽	VA
random	名將	Na	水筆	Na
random	爺爺	Na	一心	D
random	腳後跟	Na	海藻	Na
random	鴨梨	Na	課堂	Nc
random	孔雀草	Na	悔恨	VK
random	看見	VE	株	Nf
random	骨膜	Na	悔恨	VK
random	舉止	Na	水管	Na
random	觀世音	Nb	教授	Na
random	大氣	Na	雨傘	Na
random	鋤頭	Na	家畜	Na
random	禮聘	VF	肩	Na
random	六	Neu	烏雞	Na
random	電子鎖	Na	孔融	Nb
random	鄭	Nb	水果刀	Na
random	生存	VH	心	Na
random	雲	Na	刀鋒	Na
random	父親	Na	不啻	Cbb
random	海魚	Na	大學生	Na
random	取	VC	折服	VI
random	畏	VK	浸泡	VB
random	刀刃	Na	心酸	VH
random	城池	Na	身分證	Na
random	遺留下	VD	然	Cbb
random	女王	Na	那麼	D
random	反感	Na	伊犁馬	Na
random	落敗	VH	總決賽	Na
random	架子鼓	Na	北平	Nc
random	山東	Nc	憤慨	VH
random	圓形	Na	鴨子	Na
random	暖	A	延長	VH
random	認帳	VA	雜貨店	Nc
random	結為	VG	以往	Nd
random	統治者	Na	發出	VC
random	兔	Na	船錨	Na
random	休	VC	捉迷藏	Na
random	說出來	VB	寶	Na
random	總務處	Nc	有幸	VH
random	蟲	Na	生出來	VB
random	沉痛	VH	習慣	Na
random	衝鋒槍	Na	便服	Na
random	傳道	VB	樹皮	Na
random	設備	Na	粒	Nf
random	批	VC	釣魚	VA
random	戀	VJ	誘使	VL
random	摔	VC	細菌	Na
random	辜	Nb	首飾	Na
random	持有	VJ	野雞	Na
random	競賽	VA	差不多	D
random	若是	Cbb	滴	Nf
random	垢	VH	死	VH
random	浸	VJ	展示	VC
random	花蕊	Na	蛋糕	Na
random	減輕	VA	姊	Na
random	龍	Na	附贈	VD
random	西南	Ncd	圓心	Nc
random	冬	Na	寶劍	Na
random	狸貓	Na	狙擊槍	Na
random	購買	Na	驢肉	Na
random	丹紅	Na	趴	VA
random	簡	VH	媽呀	I
random	幫	VC	肺葉	Na
random	研究所	Nc	烽	Na
random	直接	VH	叟	Na
random	會員	Na	帆船	Na
random	光電	Na	鮮血	Na
random	鬼魂	Na	後方	Ncd
random	田地	Na	土	Na
random	移	VC	生產力	Na
random	惱怒	VI	縮短	VH
random	調查局	Na	佛	Nb
random	牧草地	Na	橢圓	Na
random	特別	D	大雪	Na
random	史	Na	靜	VH
random	朝代	Na	享受到	VJ
random	禽	Na	肇致	VL
random	小腿	Na	幢	Nf
random	無機物	Na	四季	Na
random	百合	Na	民	Na
random	離去	VA	張三	Nb
random	文具	Na	巨浪	Na
random	東德	Nc	主人	Na
random	深	VH	辦法	Na
random	肚子	Na	上學	VA
random	簣	Na	地理	Na
random	引致	VL	日	Nf
random	諸多	Neqa	逆	VJ
random	始	VH	床	Na
random	涼	Nb	款	Na
random	近乎	D	藻類	Na
random	購買	Na	言語	Na
random	爸爸	Na	醒	VA
random	一般而言	Dk	全心	D
random	剎那間	Nd	伊拉克	Nc
random	釋放	VC	指紋鎖	Na
random	鋼釘	Na	路面	Na
random	肇始	VI	勺	Na
random	士	Na	嶄新	VH
random	球膽	Na	行星	Na
random	野雞	Na	廢料	Na
random	縫衣針	Na	葉	Na
random	女	Na	打氣	VB
random	偶	Nh	激憤	VH
random	譯成	VG	女王	Na
random	朱紅	Na	杜鵑	Na
random	回憶	Na	禍	VHC
random	憂悶	VH	塔尖	Na
random	皖	Na	鎖孔	Na
random	窩	Na	不然	Cbb
random	畫家	Na	藥酒	Na
random	權	Nb	子孫	Na
random	角色	Na	搬	VC
random	完	VA	恒星	Na
random	提升	VC	一生	Na
random	族群	Na	名牌	Na
random	除此以外	Dk	木床	Na
random	杓子	Na	輕聲	D
random	玻璃	Na	鋼筆	Na
random	頭髮	Na	煩躁	VH
random	容量	VE	浸泡	VB
random	刀把	Na	海水	Na
random	譯	VC	流域	Na
random	灰狼	Na	氧離子	Na
random	吟	Na	灰狼	Na
random	骨頭	Na	銳	VH
random	剝	VC	針鼻	Na
random	則	D	如此一來	Dk
random	後現代	Na	絲	Nf
random	果	Na	谷	Na
random	任由	VL	劇場	Nc
random	悉皆	D	女生	Na
random	元	Nd	北大	Nb
random	海浪	Na	餓死鬼	Na
random	表明	VE	紅細胞	Na
random	野豬	Na	人員	Na
random	局	Nf	鹿筋	Na
random	再不然	Dk	傘骨	Na
random	害	Na	鍋鏟	Na
random	盛開	VH	塔身	Na
random	存在	VJ	表	VE
random	豬肉	Na	配	VC
random	武	Na	球膽	Na
random	組合成	VG	傘蓋	Na
random	龍頭	Na	豬籠草	Na
random	資	Na	純淨水	Na
random	李子	Na	許許多多	Neqa
random	殖民地	Nc	北區	Nc
random	任由	VL	去年	Nd
random	幫忙	VC	鋼纜	Na
random	偶	Nh	晉級	VJ
random	草	Na	引以為鑑	VH
random	點心	Na	紅樹林	Na
random	減低	VH	哀戚	VH
random	表達	VC	機關槍	Na
random	形容詞	Na	特別	D
random	影響	Na	本錢	Na
random	隨	VH	畫	Na
random	雜誌	Na	鋁鍋	Na
random	敍	Nc	小山	Na
random	下雨	VA	掃瞄器	Na
random	淺	VH	偏	D
random	機	Na	顯示	VK
random	塑膠瓶	Na	嫌怨	VH
random	漁網	Na	便服	Na
random	提升	VC	惆悵	VH
random	二	Neu	預	VC
random	拉鎖	Na	灰	VH
random	淺	VH	鱗片	Na
random	闊葉林	Na	劍柄	Na
random	顯示出	VK	紀念品	Na
random	開	VC	牴	Na
random	領先	VJ	望	Na
random	添	VC	同時	Nd
random	那麼多	VH	半身	Nc
random	人行道	Na	陸棲生物	Na
random	之前	Nd	木柵	Nc
random	米	Na	機井	Na
random	枝	Nf	歇	VA
random	年初	Nd	嘉	A
random	二	Neu	好朋友	Na
random	就是說	Dk	學院	Nc
random	點	Neqa	禁止	VE
random	韓國	Nc	冰糖	Na
random	湖泊	Na	純淨水	Na
random	暗	D	個	Na
random	涼	Nb	警員	Na
random	是否	D	劇場	Nc
random	購買	Na	梯	Na
random	分	VC	外行	VI
random	觀	Na	外流河	Na
random	驚慌	VH	倫	Na
random	水鹿	Na	簡言之	Dk
random	陳	Nd	條約	Na
random	領取	VC	機井	Na
random	窯	Na	平胸	Na
random	哀愁	VH	如坐針氈	VH
random	宣紙	Na	木星	Na
random	證	Na	心室	Na
random	虛	VH	躁急	VH
random	印度洋	Nc	史前	Nd
random	德	Nc	核	Na
random	蛇	Na	年	Nf
random	看法	Na	山羊	Na
random	醜	VH	靜	VH
random	找到	VC	黃花魚	Na
random	工作	Na	連	Cbb
random	爆冷門	VH	些	Nf
random	如此一來	Dk	猛獁象	Na
random	塑膠管	Na	禮	Na
random	戟	Na	存有	VJ
random	二	Neu	尺	Na
random	可憎	VH	哀思	Na
random	焦躁	VH	警員	Na
random	東亞	Nc	醫生	Na
random	對象	Na	河	Na
random	梅花樹	Na	五糧液	Nb
random	數	Na	驚訝	VK
random	山水畫	Na	清楚	VK
random	不祇	Cbb	大刀	Na
random	肺片	Na	兔子	Na
random	扉頁	Na	躁急	VH
random	故宮	Nc	布	Na
random	凌	Na	印度洋	Nc
random	考試	VA	翠	VH
random	下屬	Na	工具書	Na
random	新光	Nc	勸告	VF
random	除此以外	Dk	軟性	A
random	延長	VH	食品	Na
random	有點兒	Dfa	沾	VC
random	湖	Na	痛恨	VJ
random	好多	Neqa	堆積山	Na
random	重	VH	純淨水	Na
random	心靈	Na	刻度值	Na
random	弛	VH	急	VH
random	旱路	Na	通信	VA
random	壺蓋	Na	聽任	VL
random	盹	VA	命	Na
random	末	Na	排放到	VCL
random	一	Neu	肚子	Na
random	方形	Na	方	Na
random	以外	Ng	機械	Na
random	實體	Na	章	Na
random	聘	VF	東西	Na
random	發出	VC	提起	VE
random	幫忙	VC	升級	VH
random	一塊兒	D	不可	D
random	骨髓	Na	師院	Nc
random	憎惡	VJ	滴	Nf
random	流域	Na	杯	Na
random	臺北縣	Nc	捷	VH
random	熱情	VH	短劍	Na
random	積雲	Na	內陸湖	Na
random	說不定	D	派	Na
random	水壩	Na	骨髓	Na
random	遠道	Na	觀世音	Nb
random	爪子	Na	舢板	Na
random	曹	Nb	中階	A
random	公司	Na	觸鬚	Na
random	捲	VC	皖	Na
random	老馬	Na	海魚	Na
random	船錨	Na	白紙	Na
random	苦惱	VH	獎品	Na
random	終	VH	下跪	VB
random	垃圾	Na	鼎盛	VH
random	山羊	Na	一家子	Nh
random	措辭	VA	橋墩	Na
random	方法	Na	殖民地	Nc
random	私下	D	村莊	Nc
random	城市	Na	抹香鯨	Na
random	時	Nf	落款	VA
random	能力	Na	肺片	Na
random	易	VH	木門	Na
random	浸泡	VB	牧草	Na
random	前面	Ncd	請教	VE
random	嗚呼哀哉	VH	碗底	Na
random	坐	VC	畫家	Na
random	副熱帶	Na	那麼多	VH
random	焦灼	VH	門扇	Na
random	信紙	Na	伊犁馬	Na
random	亦即	VG	招致	VL
random	車	Na	柳樹	Na
random	不啻	Cbb	準決賽	Na
random	毛	Na	泰	Nc
random	眼睛	Na	台北市	Nc
random	反感	Na	少	VH
random	省	VJ	圓珠筆	Na
random	台北縣	Nc	器皿	Na
random	糞	Na	毛線	Na
random	文明	Na	山	Na
random	想要	VE	小倆口	Nh
random	提及	VE	今年	Nd
random	森林	Na	嫉妒	VJ
random	回話	VB	昂	Nb
random	開放	VH	子宮	Na
random	下屬	Na	緣	Na
random	冷卻	VHC	科	Nf
random	好多	Neqa	不啻	Cbb
random	離去	VA	露	VC
random	草地	Na	軍人	Na
random	趙	Nb	肉牛	Na
random	生存	VH	取勝	VI
random	傳統	Na	配	VC
random	沉醉	VI	石塔	Na
random	嫌	VK	投	VC
random	廢物	Na	翠	VH
random	圓形	Na	知覺	Na
random	鎖	Na	念書	VA
random	金針	Na	氣惱	VH
random	相互	D	倒	D
random	石碗	Na	金錢豹	Na
random	弘	VH	海藻	Na
random	赤字	Na	剁	VC
random	自由	Na	帽	Na
random	木柄	Na	蟳	Na
random	釋	VC	以致於	Cbb
random	財政部	Na	木橋	Na
random	大伙	Nh	慕尼黑	Nc
random	師	Na	腳掌	Na
random	弟兄	Na	年中	Nd
random	金毛	Na	床板	Na
random	外行	VI	奏	Na
random	統治者	Na	男	Na
random	組	Nf	饕餮	Na
random	圍起來	VB	麻雀	Na
random	耳	Na	忿怒	VH
random	豬蹄	Na	報紙	Na
random	嚴	VH	悉數	Da
random	觀世音	Nb	承租	VD
random	機車	Na	性	Na
random	丈夫	Na	官	Na
random	鑑於	Cbb	耳朵	Na
random	獎金	Na	提昇	VC
random	廢物	Na	電器	Na
random	張三	Nb	刷	Na
random	小雪	Nd	少許	Neqa
random	想起	VE	外套	Na
random	上升	VA	花蕾	Na
random	注重	VJ	打招呼	VB
random	領先	VJ	杜鵑樹	Na
random	大部份	Neqa	足跡	Na
random	引起	VC	保	VE
random	三	Neu	放任	VL
random	墮胎	VB	山腳	Nc
random	重視	VJ	戰前	Nd
random	良性	A	氣	VK
random	設備	Na	糖果	Na
random	小草	Na	吊床	Na
random	眼	Na	防盜門	Na
random	忐忑不安	VH	訊息	Na
random	直徑	Na	與會	VA
random	足弓	Na	鯛	Na
random	盒子	Na	純淨水	Na
random	硬	VH	鳥巢	Na
random	好處	Na	翠	VH
random	配	VC	姿	Na
random	然	Cbb	木橋	Na
random	植物	Na	宮殿	Na
random	祇要	Cbb	樹皮	Na
random	享有	VJ	附贈	VD
random	有一點點	Dfa	熱	VHC
random	獅	Na	霜	A
random	成員	Na	瀕臨	VJ
random	涉及	VK	柏油路	Na
random	商品	Na	梅花鹿	Na
random	兒時	Nd	箋	Na
random	獅子座	Nb	牽牛花	Na
random	取	VC	這麼樣	Dfa
random	豺	Na	歲	Nb
random	合同	Na	一起	D
random	基于	P	十二指腸	Na
random	國家	Na	如此一來	Dk
random	單單	Da	放出來	VB
random	私下	D	時代	Na
random	船舶	Na	良方	Na
random	樹葉	Na	兄	Na
random	豈料	D	河底	Na
random	知覺	Na	哈巴狗	Na
random	引起	VC	針鼻	Na
random	偽	VH	嘉年華	Nb
random	勝	VD	秋後	Nd
random	決賽	Na	黃河	Nc
random	還不如	VJ	化	VC
random	劣	VH	溫	VHC
random	梅花樹	Na	孬	VH
random	大伙	Nh	休	VC
random	詩經	Nb	赤	Na
random	便利	VH	柳樹	Na
random	壓力	Na	一塊兒	D
random	膽	Na	好比	P
random	禍	VHC	折	VD
random	提升	VC	秀	VH
random	鮮	VH	水田	Na
random	好兄弟	Na	嗚呼哀哉	VH
random	禁不住	VL	瓦	Na
random	赤	Na	木碗	Na
random	聘任	VF	苦惱	VH
random	容	Na	陽春麵	Na
random	打印紙	Na	木塔	Na
random	牧草	Na	少	VH
random	麻雀	Na	姑	Na
random	背部	Na	白貓	Na
random	舉止	Na	石拱橋	Na
random	鐵鏟	Na	北方	Ncd
random	鳴唱	VA	油井	Na
random	提到	VK	須	Na
random	門檻	Na	跳繩	Na
random	紀錄	Na	換言之	Dk
random	晨間	Nd	塑膠桶	Na
random	候	Na	大都	D
random	暴	VA	A型血	Nb
random	柄	Nf	非洲	Nc
random	子	Na	縫衣針	Na
random	便利	VH	山羊	Na
random	北方	Ncd	熱帶	Nc
random	有一點兒	Dfa	智	Na
random	蔣介石	Nb	陽	Na
random	狼	Na	憤恨	VK
random	忽視	VJ	人家	Nh
random	愈來愈	Dfa	伯仲	Nh
random	蝴蝶	Na	航空信	Na
random	師範	Nc	接觸	VC
random	給與	VD	關閉	VC
random	遊行	VA	毒蛇	Na
random	鍵入	VC	紅	Na
random	箭頭	Na	臣	Nb
random	大致	D	蟹	Na
random	鼻	Na	幼時	Nd
random	後現代主義	Na	佛	Nb
random	將	Na	箭翎	Na
random	曇花	Na	交通犬	Na
random	國王	Na	箭頭	Na
random	球心	Na	悲慟	VH
random	鹿	Na	提手	Na
random	紫	Na	闊葉林	Na
random	澳	Nc	真實	VH
random	重視	VJ	鍋子	Na
random	調	VC	劈	VC
random	老	VH	帝	Na
random	搞不好	D	路面	Na
random	左邊	Ncd	期	Nf
random	這麼多	VH	左鍵	Na
random	飲品	Na	升級	VH
random	出來	VA	可憎	VH
random	要是	Cbb	母牛	Na
random	尾巴	Na	麻雀	Na
random	午後	Nd	厲鬼	Na
random	屈	VA	金屬管	Na
random	妹妹	Na	年初	Nd
random	奶	Na	滑輪	Na
random	厚	VH	乙	Neu
random	關于	P	沮喪	VH
random	夕	Nd	脊椎動物	Na
random	相同	VH	蔣公	Nb
random	便是	VG	貝類	Na
random	內政部	Na	柄	Nf
random	失	VJ	捨	VC
random	軟性	A	劍柄	Na
random	戰爭	Na	留	VC
random	狸貓	Na	人員	Na
random	什	Nep	棟	Nf
random	瀕臨	VJ	用到	VC
random	注重	VJ	媒體	Na
random	窺	VC	雞	Na
random	國王	Na	蔣公	Nb
random	牙	Na	大學生	Na
random	排入	VCL	昨	Nd
random	后者	Nh	屑	VC
random	腹背	Na	村	Nc
random	火焰	Na	關	VC
random	公告周知	VI	升	VA
random	特	D	樂	Na
random	畝	Nf	花鳥畫	Na
random	例如說	P	盞	Na
random	森林	Na	封底	Na
random	延期	VB	塑膠管	Na
random	獸	Na	阿拉伯數字	Na
random	江蘇	Nc	黑貓	Na
random	不單單	Cbb	茂	Nb
random	兵器	Na	術	Na
random	國寶	Na	塔尖	Na
random	旱田	Na	畏	VK
random	總之	Dk	雜貨店	Nc
random	尤有甚者	Dk	進來	VA
random	延後	VC	現金	Na
random	妹	Na	基本	D
random	船舶	Na	北平	Nc
random	壹	Neu	外流河	Na
random	獸	Na	下雨	VA
random	勺子	Na	瓷	Na
random	防患未然	VA	道教	Nb
random	彈	VA	生前	Nd
random	刀鋒	Na	京	Nc
random	杯子	Na	雞冠	Na
random	提及	VE	山洞	Na
random	米	Na	防患未然	VA
random	煩惱	VH	盡管	Cbb
random	罐頭	Na	搬	VC
random	沙皮狗	Na	幫助	VC
random	出	VCL	秒鐘	Nf
random	通訊	Na	教授	Na
random	幹嘛	D	許多	Neqa
